Author	n (strains)	publication title	journal	publication URL	strains
SEARCH Alliance San Diego with Idanya Rubi Serafin Higuera et al	1	unknown	unknown	unknown	hCoV-19/Mexico/SEARCH-100338/2020
Hidalgo-Miranda A et al	2	unknown	unknown	unknown	hCoV-19/Mexico/CMX-INMEGEN-11-22/2020,hCoV-19/Mexico/YUC-INMEGEN-06-01-290/2021
The Lighthouse Lab in Alderley Park et al	1	unknown	unknown	unknown	hCoV-19/England/ALDP-95513D/2020
Erdem Şahin et al	1	unknown	unknown	unknown	hCoV-19/Turkey/14_Ankara_GUMV_49551/2020
Krasnov et al	1	unknown	unknown	unknown	hCoV-19/Russia/SAR-RARI-3656/2020
Campbell et al	1	unknown	unknown	unknown	hCoV-19/SierraLeone/nmimr-SLE--SLSEQ028/2021
Foster et al	1	unknown	unknown	unknown	hCoV-19/Australia/NSW4246/2021
Nguyen Thi Tam et al	7	unknown	unknown	unknown	hCoV-19/Vietnam/VNHN_4958/2020,hCoV-19/Vietnam/NHTD-OUCRU4235/2024,hCoV-19/Vietnam/NHTD-OUCRU4101/2023,hCoV-19/Vietnam/NHTD-OUCRU4154/2023,hCoV-19/Vietnam/NHTD-OUCRU4143/2023,hCoV-19/Vietnam/NHTD-OUCRU4162/2023,hCoV-19/Vietnam/NHTD-OUCRU4166/2023
Denis Lagutkin et al	1	unknown	unknown	unknown	hCoV-19/Russia/MOW_FPI-94/2021
Huilai Ma1& et al	12	unknown	unknown	unknown	hCoV-19/env/Liaoning/Dalian-IVDC-Pollock-04-06/2020,hCoV-19/env/Liaoning/Dalian-IVDC-Pollock-03-06/2020,hCoV-19/env/Liaoning/Dalian-IVDC-Pollock-30-05/2020,hCoV-19/env/Liaoning/Pollock-IVDC-30-05/2020,hCoV-19/env/Liaoning/Pollock-IVDC-03-06/2020,hCoV-19/Liaoning/Case-10-IVDC-27-08/2020,hCoV-19/Liaoning/Dalian-IVDC-Case-10/2020,hCoV-19/Liaoning/Case-3-IVDC-27-08/2020,hCoV-19/Liaoning/Case-1-IVDC-27-08/2020,hCoV-19/Liaoning/Dalian-IVDC-Case-8/2020,hCoV-19/env/Liaoning/1-IVDC-27-08/2020,hCoV-19/env/Liaoning/Dalian-IVDC-1/2020
Chang et al	2	unknown	unknown	unknown	hCoV-19/Anhui/LA-5277/2021,hCoV-19/Anhui/LA-5037/2021
Chen Zhichao et al	1	unknown	unknown	unknown	hCoV-19/Lu-an/5053/2021
Claudio Tavares Sacchi et al	5	unknown	unknown	unknown	hCoV-19/Brazil/SP-826/2020,hCoV-19/Brazil/SP-493/2020,hCoV-19/Brazil/SP-4114/2021,hCoV-19/Brazil/SP-IAL-357723396/2024,hCoV-19/Brazil/SP-IAL-357638377/2024
Ismael N et al	1	unknown	unknown	unknown	hCoV-19/Mozambique/KRISP-MZ154276/2020
Felipe Santos de Carvalho et al	3	unknown	unknown	unknown	hCoV-19/Brazil/SP-FMRP-456/2020,hCoV-19/Brazil/SP-FMRP-2212/2021,hCoV-19/Brazil/SP-FMRP-323/2020
Fernando Antonio Vinhal dos Santos et al	2	unknown	unknown	unknown	hCoV-19/Brazil/GO-HLAGYN-1350310/2020,hCoV-19/Brazil/GO-HLAGYN-2387910/2023
Vagner Fonseca et al	2	unknown	unknown	unknown	hCoV-19/Brazil/SP-IAL1200-212506002210/2021,hCoV-19/Brazil/SC-FUNED-MA11/2021
Brazil-UK Centre for Arbovirus Discovery Diagnosis Genomics et al	1	unknown	unknown	unknown	hCoV-19/Brazil/AM-L81-CD2435/2020
Gramundi et al	1	unknown	unknown	unknown	hCoV-19/Argentina/PAIS-D0227/2021
Agatha Mayume Silva Kubo et al	1	unknown	unknown	unknown	hCoV-19/Brazil/SP-HCFMB-7575/2020
Bibiana S. de Oliveira Fam et al	1	unknown	unknown	unknown	hCoV-19/Brazil/RS-rBB-COVG-479/2020
Catalina Pardo-Roa et al	1	unknown	unknown	unknown	hCoV-19/Bolivia/CBBA-PUC_MVL_3456/2021
Leila Sabrina Ullmann et al	1	unknown	unknown	unknown	hCoV-19/Brazil/SP-BT33023/2021
Yao Hu et al	1	unknown	unknown	unknown	hCoV-19/Guangdong/IVDC-05-01/2021
Marcelo Henrique dos Santos Paiva et al	2	unknown	unknown	unknown	hCoV-19/Brazil/PE-FIOCRUZ-IAM2208/2020,hCoV-19/Brazil/PE-FIOCRUZ-IAM16792/2024
Gorova V et al	1	unknown	unknown	unknown	hCoV-19/Lesotho/N3406/2020
Marek Sanak et al	1	unknown	unknown	unknown	hCoV-19/Poland/PL_P10/2020
Max Muenchhoff et al	2	unknown	unknown	unknown	hCoV-19/Germany/BY-MVP-0281/2020,hCoV-19/Germany/BY-MVP-000020734/2023
Chouikha Anissa et al	1	unknown	unknown	unknown	hCoV-19/Tunisia/LP1-2247/2020
Onur TOKGUN et al.	2	unknown	unknown	unknown	hCoV-19/Turkey/DEN-PAU04/2020,hCoV-19/Turkey/DEN-PAU08/2020
Pragya D. Yadav et al	1	unknown	unknown	unknown	hCoV-19/India/MH-ICMR-C7849/2020
Hematopathology Laboratory et al	3	unknown	unknown	unknown	hCoV-19/India/MH-ACTREC-683/2020,hCoV-19/India/MH-ACTREC-651/2020,hCoV-19/India/MH-ACTREC-488/2020
Lamuk Zaveri et al	1	unknown	unknown	unknown	hCoV-19/India/TG-RFCH00182_CIB1161/2020
Heena Shah et al	2	unknown	unknown	unknown	hCoV-19/India/TG-CDFD-C1327/2020,hCoV-19/India/TG-CDFD-C1325/2020
Dhiraj Paul et al	5	unknown	unknown	unknown	hCoV-19/India/MH-AFCO-15381/2020,hCoV-19/India/MH-BJMC-13327/2020,hCoV-19/India/MH-BJMC-29654/2020,hCoV-19/India/MH-AFCO-15230/2020,hCoV-19/India/MH-AFCO-15275/2020
To be addded later et al	1	unknown	unknown	unknown	hCoV-19/India/HP-293/2020
Shevtsov Alexandr et al	3	unknown	unknown	unknown	hCoV-19/Kazakhstan/8737/2021,hCoV-19/Kazakhstan/124503/2021,hCoV-19/Kazakhstan/512/2022
Shunxiang Qi et al	3	unknown	unknown	unknown	hCoV-19/Hebei/IVDC-01-05/2021,hCoV-19/Hebei/IVDC-06-01/2021,hCoV-19/Hebei/IVDC-04-05/2021
Aubree Gordon et al	1	unknown	unknown	unknown	hCoV-19/Nicaragua/MAN-28752/2020
Md. Imranul Hoq et al	1	unknown	unknown	unknown	hCoV-19/Bangladesh/CU-CTG-75/2020
Md. Imran Khan et al	1	unknown	unknown	unknown	hCoV-19/Bangladesh/DNAS_DRICM_isl_R-2/2020
Sofia Banu et al B	2	unknown	unknown	unknown	hCoV-19/India/TG-CCMB-M172/2020,hCoV-19/India/TG-CCMB-AC437/2020
Namami Gaur et al	1	unknown	unknown	unknown	hCoV-19/India/TG-CCMB-AA407/2020
Pratheusa Maccha et al	1	unknown	unknown	unknown	hCoV-19/India/TG-CCMB-AB336/2020
Khan et al	1	unknown	unknown	unknown	hCoV-19/Bangladesh/DNAS-CPH-isl-510/2020
Abu Sayeed Mohammad Mahmud et al	2	unknown	unknown	unknown	hCoV-19/Bangladesh/BCSIR-NILMRC-058/2020,hCoV-19/Bangladesh/BCSIR-NILMRC-078/2020
Md. Ahasan Habib et al	1	unknown	unknown	unknown	hCoV-19/Bangladesh/BCSIR-NILMRC-262/2020
Seemann T. et al	1	unknown	unknown	unknown	hCoV-19/Australia/VIC14227/2020
Shahina Akter et al	1	unknown	unknown	unknown	hCoV-19/Bangladesh/BCSIR-NILMRC-433/2021
Artem Fadeev et al	1	unknown	unknown	unknown	hCoV-19/Russia/OMS-ORINFI-3807S/2020
Haruka Abe et al	1	unknown	unknown	unknown	hCoV-19/Japan/FJ384/2020
Issa Abu-Dayyeh et al	2	unknown	unknown	unknown	hCoV-19/Jordan/AM-ALSR-5327/2020,hCoV-19/Jordan/AM-ALSR-5010/2020
Lifeng Li et al	1	unknown	unknown	unknown	hCoV-19/China/AP62/2020
Geng et al	2	unknown	unknown	unknown	hCoV-19/Jiangsu/WX_812/2020,hCoV-19/Jiangsu/JITHCC_159/2022
Inez Andrea Medado et al	2	unknown	unknown	unknown	hCoV-19/Philippines/PH-RITM-738/2020,hCoV-19/Philippines/PH-RITM-516/2020
Anggia Prasetyoputri et al	1	unknown	unknown	unknown	hCoV-19/Indonesia/JK-LIPI-008/2020
Ramadhany et al	1	unknown	unknown	unknown	hCoV-19/Indonesia/JB-NIHRDC-0056536/2020
Bright Adu et al	1	unknown	unknown	unknown	hCoV-19/Ghana/NMIMR-NCOV-21-41844/2021
Al Safar et al	2	unknown	unknown	unknown	hCoV-19/UnitedArabEmirates/2583/2020,hCoV-19/UnitedArabEmirates/1844/2020
Hannah Leah Morito et al	1	unknown	unknown	unknown	hCoV-19/Philippines/PH-RITM-0024/2020
Masaki Hayashi et al	2	unknown	unknown	unknown	hCoV-19/Japan/TKY43630/2020,hCoV-19/Japan/TKYkbm12691/2022
Ryohei Nomoto et al	2	unknown	unknown	unknown	hCoV-19/Japan/PG-13034/2020,hCoV-19/Japan/PG-13751/2020
Krylova N.V. et al	2	unknown	unknown	unknown	hCoV-19/Russia/PRI-4428/2020,hCoV-19/Russia/PRI-P11/2023
Szymon Hryhorowicz et al	1	unknown	unknown	unknown	hCoV-19/Poland/IHG-PAS-8-30/2020
Yaqub et al	1	unknown	unknown	unknown	hCoV-19/Pakistan/UN-UVAS-Sialkot/2020
Githinji et al 2020 et al	1	unknown	unknown	unknown	hCoV-19/Kenya/C1298/2020
Allam M et al	1	unknown	unknown	unknown	hCoV-19/SouthAfrica/LR00129/2020
Rashmi Tuladhar et al	1	unknown	unknown	unknown	hCoV-19/USA/TX-DSHS-2767/2020
Thomas Yssing Michaelsen on behalf of the Danish Covid-19 Genome Consortium et al	1	unknown	unknown	unknown	hCoV-19/Denmark/DCGC-2002/2020
Susana Ladeiro et al	1	unknown	unknown	unknown	hCoV-19/Portugal/R1171/2020
"""Sylvanus Okogbenin et al"	4	unknown	unknown	unknown	hCoV-19/Nigeria/ISTH-E0176/2020,hCoV-19/Nigeria/ISTH-E0235/2020,hCoV-19/Nigeria/ISTH-E0370/2022,hCoV-19/Nigeria/ISTH-E0452/2022
Samoilov AE et al	1	unknown	unknown	unknown	hCoV-19/Russia/MOS-CRIE-13381296/2020
Abdaliyev Askar et al	5	unknown	unknown	unknown	hCoV-19/Kazakhstan/115591/2020,hCoV-19/Kazakhstan/533/2020,hCoV-19/Kazakhstan/AKM-1000/2022,hCoV-19/Kazakhstan/ALM-764/2023,hCoV-19/Kazakhstan/NCE816/2023
Alghoribi et al	1	unknown	unknown	unknown	hCoV-19/SaudiArabia/KAIMRC-S161/2021
Yin Chen et al	1	unknown	unknown	unknown	hCoV-19/Zhejiang/SX0715/2020
Huilai Ma et al	7	unknown	unknown	unknown	hCoV-19/Qingdao/IVDC-02-10/2020,hCoV-19/env/Qingdao/IVDC-07-10/2020,hCoV-19/env/Qingdao/IVDC-08-10/2020,hCoV-19/env/Qingdao/IVDC-09-10/2020,hCoV-19/env/Qingdao/IVDC-04-10/2020,hCoV-19/env/Qingdao/IVDC-06-10/2020,hCoV-19/Qingdao/IVDC-01-10/2020
Jiang et al	52	unknown	unknown	unknown	hCoV-19/Shandong/SCDC-20436/2020,hCoV-19/Shandong/SCDC-20396/2020,hCoV-19/Shandong/SCDC-20417/2020,hCoV-19/Shandong/SCDC-QD1/2020,hCoV-19/Shandong/SCDC-20437/2020,hCoV-19/Shandong/SCDC-20425/2020,hCoV-19/Shandong/SCDC-20426/2020,hCoV-19/Shandong/SCDC-20431/2020,hCoV-19/Shandong/SCDC-306/2020,hCoV-19/Shandong/SCDC-307/2020,hCoV-19/Shandong/SCDC-20420/2020,hCoV-19/Shandong/SCDC-305/2020,hCoV-19/Sichuan/YBCDC-XGCX215/2024,hCoV-19/Hubei/HCDC-XY7240/2024,hCoV-19/Hubei/HCDC-XY6232/2024,hCoV-19/Hubei/HCDC-JM7190/2024,hCoV-19/Hubei/HCDC-XY7036/2024,hCoV-19/Shanxi/SZCDC-SZ087/2024,hCoV-19/Hubei/HCDC-JZ5564/2024,hCoV-19/Hubei/HCDC-SY5716/2024,hCoV-19/Hubei/HCDC-WH7022/2024,hCoV-19/Hubei/HCDC-HG6955/2024,hCoV-19/Hubei/HCDC-JZ5638/2024,hCoV-19/Hubei/HCDC-JZ6033/2024,hCoV-19/Hubei/HCDC-JZ4670/2024,hCoV-19/Hubei/HCDC-XN5114/2024,hCoV-19/Hubei/HCDC-XY5519/2024,hCoV-19/Hubei/HCDC-YC5632/2024,hCoV-19/Hubei/HCDC-XY5583/2024,hCoV-19/Hubei/HCDC-XY4759/2024,hCoV-19/Hubei/HCDC-XT5286/2024,hCoV-19/Hubei/HCDC-WH5570/2024,hCoV-19/Hubei/HCDC-JZ5132/2024,hCoV-19/Hubei/HCDC-SY5864/2024,hCoV-19/Hubei/HCDC-XY5987/2024,hCoV-19/Hubei/HCDC-SY5512/2024,hCoV-19/Hubei/HCDC-YC5621/2024,hCoV-19/Hubei/HCDC-HS6944/2024,hCoV-19/Hubei/HCDC-HS7129/2024,hCoV-19/Hubei/HCDC-WH6746/2024,hCoV-19/Hubei/HCDC-EZ5443/2024,hCoV-19/Hubei/HCDC-XY7246/2024,hCoV-19/Hubei/HCDC-XY7171/2024,hCoV-19/Hubei/HCDC-XN7043/2024,hCoV-19/Hubei/HCDC-JZ6987/2024,hCoV-19/Hubei/HCDC-SY5787/2024,hCoV-19/Hubei/HCDC-SZ6334/2024,hCoV-19/Hubei/HCDC-JZ6191/2024,hCoV-19/Hubei/HCDC-WH6257/2024,hCoV-19/Sichuan/YBCDC-XGCX022/2024,hCoV-19/Hubei/HCDC-SNJ2340/2023,hCoV-19/Sichuan/YBCDC-XGCX367/2023
Tonney Nyirenda et al	1	unknown	unknown	unknown	hCoV-19/Malawi/COM-SEQ6103/2020
Leonardo I. Almonacid et al	1	unknown	unknown	unknown	hCoV-19/Chile/Santiago-PUC_MVL_0475/2020
Wilson Jose da Silva Junior et al	2	unknown	unknown	unknown	hCoV-19/Brazil/PE-UFPE138/2020,hCoV-19/Brazil/PE-UFPE124/2020
Naranzul Tsedenbal et al	1	unknown	unknown	unknown	hCoV-19/Mongolia/UB-44724/2022
Nduwimana Cassien et al	1	unknown	unknown	unknown	hCoV-19/Burundi/424-23-12-021-BI/2021
Dayane Azevedo Padilha et al	1	unknown	unknown	unknown	hCoV-19/Brazil/SC-UFSC_LABIONFO-M190/2021
Chilima BZ et al	1	unknown	unknown	unknown	hCoV-19/Malawi/NHRL-0181/2021
Nalia Ismael et al	2	unknown	unknown	unknown	hCoV-19/Mozambique/CERI-KRISP-K032763/2021,hCoV-19/Mozambique/CERI-KRISP-K033887/2021
Luiz Augusto Pereira et al	1	unknown	unknown	unknown	hCoV-19/Brazil/GO-REDE-L1BC23LAGO/2022
Maximilian Riess et al	1	unknown	unknown	unknown	hCoV-19/Sweden/48204064X5/2022
Chantal Vogels et al	1	unknown	unknown	unknown	hCoV-19/DominicanRepublic/DR-Yale-21425/2022
Akin Abayomi et al	3	unknown	unknown	unknown	hCoV-19/Nigeria/LSBA2a/2021,hCoV-19/Nigeria/LSB381/2022,hCoV-19/Nigeria/V350083755C_L02_13_13/2022
Haby DIALLO et al	1	unknown	unknown	unknown	hCoV-19/Guinea/CERFIG-33669/2022
Paul A. Christensen et al	5	unknown	unknown	unknown	hCoV-19/USA/TX-HMH-MCoV-93181/2021,hCoV-19/USA/TX-HMH-MCoV-122044/2022,hCoV-19/USA/TX-HMH-M-140922/2024,hCoV-19/USA/TX-HMH-M-142354/2024,hCoV-19/USA/TX-HMH-M-130691/2023
Li Xiaoyan et al	49	unknown	unknown	unknown	hCoV-19/Tianjin/TJCDC-0023/2022,hCoV-19/Tianjin/TJCDC-0082/2022,hCoV-19/Tianjin/TJCDC-0012/2021,hCoV-19/Tianjin/TJCDC-0120/2022,hCoV-19/Tianjin/TJCDC-0057/2022,hCoV-19/Tianjin/TJCDC-0239/2022,hCoV-19/Tianjin/TJCDC-0220/2022,hCoV-19/Tianjin/TJCDC-0221/2022,hCoV-19/Tianjin/TJCDC-0191/2022,hCoV-19/Tianjin/TJCDC-0950/2022,hCoV-19/Tianjin/TJCDC-1211/2022,hCoV-19/Tianjin/TJCDC-1213/2022,hCoV-19/Tianjin/TJCDC-1175/2022,hCoV-19/Tianjin/TJCDC-1129/2022,hCoV-19/Tianjin/TJCDC-1406/2022,hCoV-19/Tianjin/TJCDC-1307/2022,hCoV-19/Tianjin/TJCDC-0929/2022,hCoV-19/Tianjin/TJCDC-1576/2022,hCoV-19/Tianjin/TJCDC-0917/2022,hCoV-19/Tianjin/TJCDC-1056/2022,hCoV-19/Tianjin/TJCDC-1455/2022,hCoV-19/Tianjin/TJCDC-1261/2022,hCoV-19/Tianjin/TJCDC-1551/2022,hCoV-19/Tianjin/TJCDC-1555/2022,hCoV-19/Tianjin/TJCDC-1527/2022,hCoV-19/Tianjin/TJCDC-0991/2022,hCoV-19/Tianjin/TJCDC-0954/2022,hCoV-19/Tianjin/TJCDC-0277/2022,hCoV-19/Tianjin/TJCDC-0699/2022,hCoV-19/Tianjin/TJCDC-0735/2022,hCoV-19/Tianjin/TJCDC-0873/2022,hCoV-19/Tianjin/TJCDC-0777/2022,hCoV-19/Tianjin/TJCDC-0863/2022,hCoV-19/Tianjin/TJCDC-0821/2022,hCoV-19/Tianjin/TJCDC-0688/2022,hCoV-19/Tianjin/TJCDC-0436/2022,hCoV-19/Tianjin/TJCDC-0449/2022,hCoV-19/Tianjin/TJCDC-0326/2022,hCoV-19/Tianjin/TJCDC-0319/2022,hCoV-19/Tianjin/TJCDC-0299/2022,hCoV-19/Tianjin/TJCDC-0637/2022,hCoV-19/Tianjin/TJCDC-0544/2022,hCoV-19/Tianjin/TJCDC-1024/2022,hCoV-19/Tianjin/TJCDC-1025/2022,hCoV-19/Tianjin/TJCDC-1031/2022,hCoV-19/Tianjin/TJCDC-1032/2022,hCoV-19/Tianjin/TJCDC-1038/2022,hCoV-19/Tianjin/TJCDC-0992/2022,hCoV-19/Tianjin/TJCDC-1067/2022
Yu hua et al	1	unknown	unknown	unknown	hCoV-19/Zhejiang/4081/2021
Soraia Antunes et al	2	unknown	unknown	unknown	hCoV-19/Macau/NMA9990/2021,hCoV-19/Guinea-Bissau/82J1827DE/2022
Yu Hua et al	1	unknown	unknown	unknown	hCoV-19/Zhejiang/3998/2021
Rezhna Kheder Ali et al	1	unknown	unknown	unknown	hCoV-19/Iraq/Erbil-22/2022
Ouattara Yakoura Karidja et al	1	unknown	unknown	unknown	hCoV-19/Coted-Ivoire/NMIMR-629852/2021
Yassmin Moatasim et al	2	unknown	unknown	unknown	hCoV-19/Egypt/NRC-2212/2022,hCoV-19/Egypt/NRC-2470/2022
Zineb RCHIAD et al	1	unknown	unknown	unknown	hCoV-19/Morocco/INH_UM6P-309/2022
Joy Ritter et al	1	unknown	unknown	unknown	hCoV-19/USA/MT-MTPHL-3959292/2022
Selvavinayagam Sivaprakasam et al	1	unknown	unknown	unknown	hCoV-19/India/TN-ICMR-INSACOG-SPHL0599/2021
Caitlin Selway et al	3	unknown	unknown	unknown	hCoV-19/Australia/SA73439/2022,hCoV-19/Australia/SA1379741/2024,hCoV-19/Australia/SA1256059/2024
Quaneeta Mohktar et al	2	unknown	unknown	unknown	hCoV-19/Ghana/NMIMR-NCOV-21-61131/2021,hCoV-19/Ghana/NMIMR-CT-22-2072/2022
UKHSA et al	1	unknown	unknown	unknown	hCoV-19/England/DHSC-CYYSZOX/2021
Sigal Alex et al	1	unknown	unknown	unknown	hCoV-19/SouthAfrica/CERI-KRISP-K032887/2021
John Kayiwa et al	2	unknown	unknown	unknown	hCoV-19/Uganda/UVRI_KIL0183/2022,hCoV-19/Uganda/UVRI_KBK2787/2022
Kaptelova V.V. et al	1	unknown	unknown	unknown	hCoV-19/Russia/LIP-CRIE-7731002576/2022
Fu Li et al	22	unknown	unknown	unknown	hCoV-19/Beijing/BJCDC-350/2022,hCoV-19/Beijing/BJCDC-233/2022,hCoV-19/Beijing/BJCDC-2309/2022,hCoV-19/Beijing/BJCDC-1767/2022,hCoV-19/Beijing/BJCDC-1907/2022,hCoV-19/Beijing/BJCDC-2304/2022,hCoV-19/Beijing/BJCDC-1984/2022,hCoV-19/Beijing/BJCDC-1715/2022,hCoV-19/Beijing/BJCDC-1716/2022,hCoV-19/Beijing/BJCDC-2250/2022,hCoV-19/Beijing/BJCDC-327/2022,hCoV-19/Beijing/BJCDC-849/2022,hCoV-19/Beijing/BJCDC-768/2022,hCoV-19/Beijing/BJCDC-916/2022,hCoV-19/Beijing/BJCDC-828/2022,hCoV-19/Beijing/BJCDC-1072/2022,hCoV-19/Beijing/BJCDC-1333/2022,hCoV-19/Beijing/BJCDC-1567/2022,hCoV-19/Beijing/BJCDC-1566/2022,hCoV-19/Beijing/BJCDC-1674/2022,hCoV-19/Beijing/BJCDC-1938/2022,hCoV-19/Beijing/BJCDC-2715/2022
Jeong-Ah Kim et al	13	unknown	unknown	unknown	hCoV-19/SouthKorea/KDCA28788/2022,hCoV-19/SouthKorea/KDCA92547/2022,hCoV-19/SouthKorea/KDCA146106/2022,hCoV-19/SouthKorea/KDCA196428/2023,hCoV-19/SouthKorea/KDCA167586/2022,hCoV-19/SouthKorea/KDCA40201/2022,hCoV-19/SouthKorea/KDCA32473/2022,hCoV-19/SouthKorea/KDCA89623/2022,hCoV-19/SouthKorea/KDCA277263/2023,hCoV-19/SouthKorea/KDCA234172/2023,hCoV-19/SouthKorea/KDCA185066/2022,hCoV-19/SouthKorea/KDCA242906/2023,hCoV-19/SouthKorea/KDCA282888/2024
Gathii Kimita et al	2	unknown	unknown	unknown	hCoV-19/Kenya/CS3-KE-17/2021,hCoV-19/Kenya/AFI-MNB-1080/2023
Marc Noguera-Julian et al	2	unknown	unknown	unknown	hCoV-19/Spain/CT-HUGTiPM076TF1H6/2022,hCoV-19/Spain/CT-HUGTiPM106TR8F5/2022
Nadia Wohlwend et al	1	unknown	unknown	unknown	hCoV-19/Switzerland/BE-Risch-21C2902087/2021
Meena Datta et al	1	unknown	unknown	unknown	hCoV-19/India/DL-NCDC-720924/2021
Woldaregay Erku Abegaz et al	2	unknown	unknown	unknown	hCoV-19/Ethiopia/CO_GX_439/2022,hCoV-19/Ethiopia/CO_GX_115/2022
Tasnim Trivedi et al	1	unknown	unknown	unknown	hCoV-19/India/GJ-INSACOG-GBRC4411/2022
Zhongwen Chen et al	2	unknown	unknown	unknown	hCoV-19/Tanzania/JXCDC-09/2021,hCoV-19/Tanzania/JXCDC-10/2021
Yadouleton Anges et al	1	unknown	unknown	unknown	hCoV-19/Benin/BJ-00085/2021
Reinis Vangravs et al	1	unknown	unknown	unknown	hCoV-19/Latvia/2202036807/2022
Irene Bianconi et al	1	unknown	unknown	unknown	hCoV-19/Italy/TAA-PAB_SABES_1900890291/2022
Donald Fraser et al	4	unknown	unknown	unknown	hCoV-19/England/LSPA-390F193/2022,hCoV-19/England/LSPA-325F69B9/2022,hCoV-19/England/LSPA-3EA8470/2022,hCoV-19/England/LSPA-3E044BE/2022
Yuriy Skiba et al	1	unknown	unknown	unknown	hCoV-19/Kazakhstan/KZ02-03022022-H0032W2/2022
Rahman Jamal et al	1	unknown	unknown	unknown	hCoV-19/Malaysia/C19UMB1161/2022
Satoshi Daisaki et al	2	unknown	unknown	unknown	hCoV-19/Japan/PG-193777/2022,hCoV-19/Japan/PG-239217/2022
y.kashima et al	2	unknown	unknown	unknown	hCoV-19/Japan/YA3802A0397/2022,hCoV-19/Japan/OO1116B9746/2022
Nicolás D. Franco-Sierra et al	1	unknown	unknown	unknown	hCoV-19/Colombia/DC-IAVH-VG-17246/2022
Cyndi Clark et al	4	unknown	unknown	unknown	hCoV-19/PuertoRico/PR-ASC-210589762/2022,hCoV-19/USA/CT-ASC-210775505/2022,hCoV-19/PuertoRico/PR-ASC-210801062/2022,hCoV-19/PuertoRico/PR-ASC-210777495/2022
Eberhardt et al	1	unknown	unknown	unknown	hCoV-19/Argentina/PAIS-E0787/2022
Cortinas et al	2	unknown	unknown	unknown	hCoV-19/Uruguay/DLSP_958/2022,hCoV-19/Uruguay/DLSP_3960/2022
Kaiser Permanente Southern California et al	4	unknown	unknown	unknown	hCoV-19/USA/CA-HLX-STM-8AYNE23CM/2022,hCoV-19/USA/CA-HLX-STM-7AXQFDHEB/2022,hCoV-19/USA/CA-HLX-STM-8BF3TPP73/2023,hCoV-19/USA/CA-HLX-STM-UWSYTPQQQ/2023
Ana Flávia Mendonça et al	1	unknown	unknown	unknown	hCoV-19/Brazil/GO-LACENGO-520309376/2022
M. Sovero et al	1	unknown	unknown	unknown	hCoV-19/Peru/CAL-CITBM-C65m03/2022
Siddle et al	3	unknown	unknown	unknown	hCoV-19/USA/MA-CDCBI-CRSP_Q3JWCX6SNKNGBB5F/2022,hCoV-19/USA/MA-CDCBI-CRSP_PSUX2KP727B55R4A/2022,hCoV-19/USA/MA-Broad-CRSP_WUS5QAVQF6DTVCTX/2022
Fernández et al	1	unknown	unknown	unknown	hCoV-19/Argentina/PAIS-G1125/2022
José Martínez-Alarcón et al	1	unknown	unknown	unknown	hCoV-19/Spain/CM-HGUCR-869461/2022
Julien Baillus et al	2	unknown	unknown	unknown	hCoV-19/France/GES-LBZCentre-NB221003536/2022,hCoV-19/France/GES-LBZCentre-BA220926049/2022
Carlos Rampersad on behalf of CARPHA et al	1	unknown	unknown	unknown	hCoV-19/Jamaica/173201/2022
Gergő Túri et al	2	unknown	unknown	unknown	hCoV-19/Hungary/7743-UPL22-004838/2022,hCoV-19/Hungary/102887-UPL23-003102/2023
Gülay Korukluoğlu et al	4	unknown	unknown	unknown	hCoV-19/Turkey/KSS-MUPEAH4858722336/2022,hCoV-19/Turkey/KSS-BDSKEAH4935597477/2022,hCoV-19/Turkey/HSGM-IST-00217/2022,hCoV-19/Turkey/KSS-PFOADH4882283067/2022
Mihaela Leustean et al	2	unknown	unknown	unknown	hCoV-19/Romania/NIPH-211856/2022,hCoV-19/Romania/225695/2024
Xiaoxia Wang et al	6	unknown	unknown	unknown	hCoV-19/Hainan/SY231/2022,hCoV-19/Hainan/SY388/2022,hCoV-19/Hainan/SY257/2022,hCoV-19/Hainan/SY385/2022,hCoV-19/Hainan/SY329/2022,hCoV-19/Hainan/SY136/2022
(in alphabetical order) Eduardo Isaac de la Rosa-Moreno et al	1	unknown	unknown	unknown	hCoV-19/Mexico/NLE-LESPNL-007981/2022
Mosé Favarato et al	2	unknown	unknown	unknown	hCoV-19/Italy/VEN-ULSS3GEN-7002313296_VE/2022,hCoV-19/Italy/VEN-ULSS3GEN-7002536150_VE/2023
Dr. Cynthia P. Saloma et al	7	unknown	unknown	unknown	hCoV-19/Philippines/PGCV_0036_3566/2022,hCoV-19/Philippines/PGCV_0028_2211/2022,hCoV-19/Philippines/PGCV_0014_0438/2022,hCoV-19/Philippines/PGCV_0040_4238/2022,hCoV-19/Philippines/PGCV_0058_5262/2023,hCoV-19/Philippines/PGCV_0043_4735/2022,hCoV-19/Philippines/PGCV_0038_3856/2022
Iryna Demchyshyna et al	8	unknown	unknown	unknown	hCoV-19/Ukraine/73073/2022,hCoV-19/Ukraine/78713/2023,hCoV-19/Ukraine/80704/2023,hCoV-19/Ukraine/76518/2023,hCoV-19/env/Ukraine/RLD-81037/2023,hCoV-19/Ukraine/80330/2023,hCoV-19/Ukraine/82825/2023,hCoV-19/Ukraine/83970/2023
Chhorvann CHHEA et al	4	unknown	unknown	unknown	hCoV-19/Cambodia/AHC22443/2022,hCoV-19/Cambodia/KVH240018/2024,hCoV-19/Cambodia/2216591/2022,hCoV-19/Cambodia/295891/2023
